M_ID;M_CODE;Label;Split;Checked;Style;Action;Action Mod;Business Object;VP;Tags;PARSE
272;1Pe_lsz3;processing receipt of application;;;AN_ING;process;;receipt;true;;(ROOT (S (VP (VBG processing) (NP (NN receipt) (PP (IN of) (NP (NN application)))))))
278;1Pe_lvyh;processing receipt of application;;;AN_ING;process;;receipt;true;;(ROOT (S (VP (VBG processing) (NP (NN receipt) (PP (IN of) (NP (NN application)))))))
363;1Pr_d957;processing the configuration folder;;;AN_ING;process;;the configuration folder;true;;(ROOT (S (VP (VBG processing) (NP (DT the) (NN configuration) (NN folder)))))
379;1Pr_dotx;processing the configuration folder;;;AN_ING;process;;the configuration folder;true;;(ROOT (S (VP (VBG processing) (NP (DT the) (NN configuration) (NN folder)))))
10;1An_kjdg;blanket order;;;NA;;;blanket order;false;;(ROOT (NP (NN blanket) (NN order)))
402;1Pr_qik-;bom processing via cad interface;;;AN_NP;process;;bom;false;;(ROOT (S (NP (NN bom) (NN processing) (PP (IN via) (NP (NN cad)))) (ADJP (JJ interface))))
330;1Pr_33k-;budget allocation;;;AN_NP;allocate;;budget;false;;(ROOT (NP (NN budget) (NN allocation)))
377;1Pr_dmqb;budget allocation;;;AN_NP;allocate;;budget;false;;(ROOT (NP (NN budget) (NN allocation)))
128;1Ex_dxa3;budget carryforward;;;AN_NP;carry forward;;budget;false;;(ROOT (S (NP (NN budget)) (VP (VBD carryforward))))
127;1Ex_dwdy;budget execution;;;AN_NP;execute;;budget;false;;(ROOT (NP (NN budget) (NN execution)))
130;1Ex_dyea;budget increase;;;AN_NP;increase;;budget;false;;(ROOT (NP (NN budget) (NN increase)))
581;1Ve_m4hd;budget plan consolidation;;;AN_NP;consolidate;;budget plan;false;;(ROOT (NP (NN budget) (NN plan) (NN consolidation)))
113;1Er_hhi9;budget planning;;;AN_NP;plan;;budget;false;;(ROOT (NP (NN budget) (NN planning)))
127;1Ex_dwdy;budget planning;;;AN_NP;plan;;budget;false;;(ROOT (NP (NN budget) (NN planning)))
480;1Un_jh6h;budget planning;;;AN_NP;plan;;budget;false;;(ROOT (NP (NN budget) (NN planning)))
578;1Ve_m40o;budget planning;;;AN_NP;plan;;budget;false;;(ROOT (NP (NN budget) (NN planning)))
21;1An_kv7b;budget release;;;AN_NP;release;;budget;false;;(ROOT (NP (NN budget) (NN release)))
330;1Pr_33k-;budget release;;;AN_NP;release;;budget;false;;(ROOT (NP (NN budget) (NN release)))
374;1Pr_dk0k;budget release;;;AN_NP;release;;budget;false;;(ROOT (NP (NN budget) (NN release)))
131;1Ex_dzq9;budget release ( bottom up using rollup );;;AN_NP;release;;budget;false;;(ROOT (S (NP (NN budget)) (VP (VBP release) (PRN (-LRB- -LRB-) (NP (NN bottom) (PP (IN up) (S (VP (VBG using) (NP (NN rollup)))))) (-RRB- -RRB-)))))
131;1Ex_dzq9;budget release ( top down / bottom up );;;AN_NP;release;;budget;false;;(ROOT (NP (NN budget) (NN release) (PRN (-LRB- -LRB-) (ADJP (JJ top) (PP (IN down) (ADVP (NP (CD \/) (NN bottom)) (RB up)))) (-RRB- -RRB-))))
131;1Ex_dzq9;budget return ( outward by rollup );;;AN_NP;return;;budget;false;;(ROOT (NP (NN budget) (NN return) (PRN (-LRB- -LRB-) (ADJP (JJ outward) (PP (IN by) (NP (NN rollup)))) (-RRB- -RRB-))))
131;1Ex_dzq9;budget return ( within budget structure/outward );;;AN_NP;return;;budget;false;;(ROOT (NP (NN budget) (NN return) (PRN (-LRB- -LRB-) (PP (IN within) (NP (NN budget) (NN structure\/outward))) (-RRB- -RRB-))))
131;1Ex_dzq9;budget structure processing;;;AN_NP;process;;budget structure;false;;(ROOT (NP (NN budget) (NN structure) (NN processing)))
131;1Ex_dzq9;budget supplement ( bottom up through rollup );;;AN_NP;supplement;;budget;false;;(ROOT (NP (NN budget) (NN supplement) (PRN (-LRB- -LRB-) (PP (ADVP (NP (NN bottom)) (RB up)) (IN through) (NP (NN rollup))) (-RRB- -RRB-))))
131;1Ex_dzq9;budget supplement ( top down / bottom up );;;AN_NP;supplement;;budget;false;;(ROOT (NP (NN budget) (NN supplement) (PRN (-LRB- -LRB-) (ADJP (JJ top) (PP (IN down) (ADVP (NP (CD \/) (NN bottom)) (RB up)))) (-RRB- -RRB-))))
131;1Ex_dzq9;budget transfer;;;AN_NP;transfer;;budget;false;;(ROOT (NP (NN budget) (NN transfer)))
374;1Pr_dk0k;budget update;;;AN_NP;update;;budget;false;;(ROOT (NP (NN budget) (NN update)))
26;1An_l1y8;budget update [ capital investment order ];;;AN_NP;update;;budget;false;;(ROOT (FRAG (NP (NN budget)) (VP (VB update) (NP (JJ -LSB-) (NN capital) (NN investment) (NN order) (NNS -RSB-)))))
19;1An_ks1c;budget update [ capital investment project ];;;AN_NP;update;;budget;false;;(ROOT (FRAG (NP (NN budget)) (VP (VB update) (NP (JJ -LSB-) (NN capital) (NN investment) (NN project) (NNS -RSB-)))))
13;1An_klol;budget update [ capital investment ];;;AN_NP;update;;budget;false;;(ROOT (FRAG (NP (NN budget)) (VP (VB update) (NP (JJ -LSB-) (NN capital) (NN investment) (NNS -RSB-)))))
131;1Ex_dzq9;budget version processing;;;AN_NP;process;;budget version;false;;(ROOT (NP (NN budget) (NN version) (NN processing)))
358;1Pr_d1ur;budgeting;;;AN_NP;budget;;;false;;(ROOT (NP (NN budgeting)))
375;1Pr_dkfa;budgeting;;;AN_NP;budget;;;false;;(ROOT (NP (NN budgeting)))
30;1An_l6i9;budgeting [ investment programs ];;;AN_NP;budget;;;false;;(ROOT (NP (NN budgeting) (JJ -LSB-) (NN investment) (NNS programs) (NNP -RSB-)))
596;1Ve_mxed;business event advertising;;;AN_NP;advertise;;business event;false;;(ROOT (NP (NN business) (NN event) (NN advertising)))
601;1Ve_n0ve;business event advertising;;;AN_NP;advertise;;business event;false;;(ROOT (NP (NN business) (NN event) (NN advertising)))
596;1Ve_mxed;business event follow-up processing;;;AN_NP;process;;business event follow-up;false;;(ROOT (FRAG (NP (NN business) (NN event) (NN follow-up) (NN processing))))
596;1Ve_mxed;business event monitoring;;;AN_NP;monitor;;business event;false;;(ROOT (NP (NN business) (NN event) (NN monitoring)))
598;1Ve_mz1m;business event monitoring;;;AN_NP;monitor;;business event;false;;(ROOT (NP (NN business) (NN event) (NN monitoring)))
596;1Ve_mxed;business event performance;;;NA;;;business event performance;false;;(ROOT (NP (NN business) (NN event) (NN performance)))
600;1Ve_n0ge;business event performance;;;NA;;;business event performance;false;;(ROOT (NP (NN business) (NN event) (NN performance)))
596;1Ve_mxed;business event planning;;;AN_NP;plan;;business event;false;;(ROOT (NP (NN business) (NN event) (NN planning)))
597;1Ve_my35;business event planning;;;AN_NP;plan;;business event;false;;(ROOT (NP (NN business) (NN event) (NN planning)))
596;1Ve_mxed;business event resource administration;;;AN_NP;administrate;;business event resource;false;;(ROOT (FRAG (NP (NN business) (NN event) (NN resource) (NN administration))))
602;1Ve_n0z8;business event resource planning;;;AN_NP;plan;;business event resource;false;;(ROOT (FRAG (NP (NN business) (NN event) (NN resource) (NN planning))))
602;1Ve_n0z8;business event resource reservation;;;AN_NP;reserve;;business event resource;false;;(ROOT (FRAG (NP (NN business) (NN event) (NN resource) (NN reservation))))
190;1In_ajlf;business order completion;;;AN_NP;complete;;business order;false;;(ROOT (NP (NN business) (NN order) (NN completion)))
199;1In_avon;business order completion;;;AN_NP;complete;;business order;false;;(ROOT (NP (NN business) (NN order) (NN completion)))
206;1In_b2z3;business order completion;;;AN_NP;complete;;business order;false;;(ROOT (NP (NN business) (NN order) (NN completion)))
214;1In_bd6i;business order completion;;;AN_NP;complete;;business order;false;;(ROOT (NP (NN business) (NN order) (NN completion)))
229;1Ku_96oz;business order completion;;;AN_NP;complete;;business order;false;;(ROOT (NP (NN business) (NN order) (NN completion)))
242;1Ku_9rnu;business order completion;;;AN_NP;complete;;business order;false;;(ROOT (NP (NN business) (NN order) (NN completion)))
492;1Un_k6b1;business planning;;;AN_NP;plan;;business;false;;(ROOT (NP (NN business) (NN planning)))
115;1Er_hsto;business process analysis;;;AN_NP;analyse;;business process;false;;(ROOT (NP (NN business) (NN process) (NN analysis)))
0;1An_ka9y;business transactions;;;NA;;;business transactions;false;;(ROOT (NP (NN business) (NNS transactions)))
35;1An_l7u8;business transactions;;;NA;;;business transactions;false;;(ROOT (NP (NN business) (NNS transactions)))
484;1Un_jxpf;calculated key figures;;;NA;;;calculated key figures;false;;(ROOT (NP (JJ calculated) (NN key) (NNS figures)))
495;1Un_k964;calculated key figures;;;NA;;;calculated key figures;false;;(ROOT (NP (JJ calculated) (NN key) (NNS figures)))
304;1Pe_mhtm;calculation of agreed remuneration;;;AN_OF;calculate;;agreed remuneration;false;;(ROOT (NP (NN calculation) (PP (IN of) (NP (JJ agreed) (NN remuneration)))))
304;1Pe_mhtm;calculation of benefit-dependent remuneration;;;AN_OF;calculate;;benefit-dependent remuneration;false;;(ROOT (NP (NN calculation) (PP (IN of) (NP (JJ benefit-dependent) (NN remuneration)))))
309;1Pe_mie0;calculation of capital formation payments;;;AN_OF;calculate;;capital formation payments;false;;(ROOT (NP (NN calculation) (PP (IN of) (NP (NN capital) (NN formation) (NNS payments)))))
303;1Pe_mhix;calculation of employment tax;;;AN_OF;calculate;;employment tax;false;;(ROOT (NP (NN calculation) (PP (IN of) (NP (NN employment) (NN tax)))))
308;1Pe_mib4;calculation of employment tax;;;AN_OF;calculate;;employment tax;false;;(ROOT (NP (NN calculation) (PP (IN of) (NP (NN employment) (NN tax)))))
309;1Pe_mie0;calculation of further benefits for payroll processing;;;AN_OF;calculate;;further benefits;false;;(ROOT (NP (NN calculation) (PP (IN of) (NP (JJ further) (NNS benefits))) (PP (IN for) (NP (NN payroll) (NN processing)))))
158;1Ex_ei2s;calculation of interest on arrears - customers;;;AN_IRR;calculate;;interest;false;;(ROOT (NP (NN calculation) (PP (IN of) (NP (NN interest))) (PP (IN on) (NP (NNS arrears))) (: -) (NNS customers)))
168;1Ex_epz4;calculation of interest on arrears - vendors;;;AN_IRR;calculate;;interest;false;;(ROOT (NP (NN calculation) (PP (IN of) (NP (NN interest))) (PP (IN on) (NP (NNS arrears))) (: -) (NNS vendors)))
309;1Pe_mie0;calculation of leave remuneration;;;AN_OF;calculate;;leave remuneration;false;;(ROOT (NP (NN calculation) (PP (IN of) (NP (NN leave) (NN remuneration)))))
303;1Pe_mhix;calculation of net remuneration;;;AN_OF;calculate;;net remuneration;false;;(ROOT (NP (NN calculation) (PP (IN of) (NP (JJ net) (NN remuneration)))))
307;1Pe_mi8f;calculation of net remuneration;;;AN_OF;calculate;;net remuneration;false;;(ROOT (NP (NN calculation) (PP (IN of) (NP (JJ net) (NN remuneration)))))
303;1Pe_mhix;calculation of payment amounts;;;AN_OF;calculate;;payment amounts;false;;(ROOT (NP (NN calculation) (PP (IN of) (NP (NN payment) (NNS amounts)))))
305;1Pe_mi2b;calculation of payment amounts;;;AN_OF;calculate;;payment amounts;false;;(ROOT (NP (NN calculation) (PP (IN of) (NP (NN payment) (NNS amounts)))))
303;1Pe_mhix;calculation of remuneration;;;AN_OF;calculate;;remuneration;false;;(ROOT (NP (NN calculation) (PP (IN of) (NP (NN remuneration)))))
304;1Pe_mhtm;calculation of time-dependent remuneration;;;AN_OF;calculate;;time-dependent remuneration;false;;(ROOT (NP (NN calculation) (PP (IN of) (NP (JJ time-dependent) (NN remuneration)))))
400;1Pr_mpk-;processing the configuration folder;;;AN_ING;process;;the configuration folder;true;;(ROOT (S (VP (VBG processing) (NP (DT the) (NN configuration) (NN folder)))))
426;1Re_n1pd;cancellation;;;AN_NP;cancel;;;false;;(ROOT (NP (NN cancellation)))
594;1Ve_mw7t;cancellation by organizer of business event attendance;;;AN_NP;cancel;;;false;;(ROOT (NP (NN cancellation) (PP (IN by) (NP (NN organizer))) (PP (IN of) (NP (NN business) (NN event) (NN attendance)))))
594;1Ve_mw7t;cancellation order processing;;;AN_NP;process;;cancellation order;false;;(ROOT (NP (NN cancellation) (NN order) (NN processing)))
194;1In_aoot;capacity dispatching and leveling;;;AN_NP;dispatch, level;;capacity;false;;(ROOT (FRAG (NP (NN capacity)) (S (VP (VBG dispatching) (CC and) (VBG leveling)))))
202;1In_b0n0;capacity dispatching and leveling;;;AN_NP;dispatch, level;;capacity;false;;(ROOT (FRAG (NP (NN capacity)) (S (VP (VBG dispatching) (CC and) (VBG leveling)))))
209;1In_b7s7;capacity dispatching and leveling;;;AN_NP;dispatch, level;;capacity;false;;(ROOT (FRAG (NP (NN capacity)) (S (VP (VBG dispatching) (CC and) (VBG leveling)))))
218;1In_bi2g;capacity dispatching and leveling;;;AN_NP;dispatch, level;;capacity;false;;(ROOT (FRAG (NP (NN capacity)) (S (VP (VBG dispatching) (CC and) (VBG leveling)))))
334;1Pr_3t2p;capacity dispatching and leveling;;;AN_NP;dispatch, level;;capacity;false;;(ROOT (FRAG (NP (NN capacity)) (S (VP (VBG dispatching) (CC and) (VBG leveling)))))
343;1Pr_4ar4;capacity dispatching and leveling;;;AN_NP;dispatch, level;;capacity;false;;(ROOT (FRAG (NP (NN capacity)) (S (VP (VBG dispatching) (CC and) (VBG leveling)))))
194;1In_aoot;capacity evaluation;;;AN_NP;evaluate;;capacity;false;;(ROOT (NP (NN capacity) (NN evaluation)))
202;1In_b0n0;capacity evaluation;;;AN_NP;evaluate;;capacity;false;;(ROOT (NP (NN capacity) (NN evaluation)))
209;1In_b7s7;capacity evaluation;;;AN_NP;evaluate;;capacity;false;;(ROOT (NP (NN capacity) (NN evaluation)))
218;1In_bi2g;capacity evaluation;;;AN_NP;evaluate;;capacity;false;;(ROOT (NP (NN capacity) (NN evaluation)))
334;1Pr_3t2p;capacity evaluation;;;AN_NP;evaluate;;capacity;false;;(ROOT (NP (NN capacity) (NN evaluation)))
343;1Pr_4ar4;capacity evaluation;;;AN_NP;evaluate;;capacity;false;;(ROOT (NP (NN capacity) (NN evaluation)))
384;1Pr_ds05;capacity evaluation;;;AN_NP;evaluate;;capacity;false;;(ROOT (NP (NN capacity) (NN evaluation)))
384;1Pr_ds05;capacity leveling;;;AN_NP;level;;capacity;false;;(ROOT (NP (NN capacity) (NN leveling)))
187;1In_agyu;capacity planning;;;AN_NP;plan;;capacity;false;;(ROOT (NP (NN capacity) (NN planning)))
196;1In_aslk;capacity planning;;;AN_NP;plan;;capacity;false;;(ROOT (NP (NN capacity) (NN planning)))
203;1In_b19m;capacity planning;;;AN_NP;plan;;capacity;false;;(ROOT (NP (NN capacity) (NN planning)))
211;1In_bb6y;capacity planning;;;AN_NP;plan;;capacity;false;;(ROOT (NP (NN capacity) (NN planning)))
331;1Pr_3nmw;capacity requirements planning;;;AN_NP;plan;;capacity requirements;false;;(ROOT (NP (NN capacity) (NNS requirements) (NN planning)))
338;1Pr_43cw;capacity requirements planning;;;AN_NP;plan;;capacity requirements;false;;(ROOT (NP (NN capacity) (NNS requirements) (NN planning)))
281;1Pe_lx1m;career planning;;;AN_NP;plan;;career;false;;(ROOT (NP (NN career) (NN planning)))
285;1Pe_lzyg;career planning;;;AN_NP;plan;;career;false;;(ROOT (NP (NN career) (NN planning)))
347;1Pr_4dw9;processing the pull list;;;AN_ING;process;;the pull list;true;;(ROOT (S (VP (VBG processing) (NP (DT the) (NN pull) (NN list)))))
358;1Pr_d1ur;reporting project results;;;AN_ING;report;;project results;true;;(ROOT (S (VP (VBG reporting) (NP (NN project) (NNS results)))))
360;1Pr_d45l;reporting project results;;;AN_ING;report;;project results;true;;(ROOT (S (VP (VBG reporting) (NP (NN project) (NNS results)))))
521;1Ve_5e1y;sending samples and advertising materials;;;AN_ING;send, advertise;;samples, materials;true;;(ROOT (S (VP (VBG sending) (NP (NNS samples) (CC and) (NN advertising) (NNS materials)))))
436;1Tr_f9a4;cash concentration;;;NA;;;cash concentration;false;;(ROOT (NP (NN cash) (NN concentration)))
133;1Ex_e334;setting up consolidation rules;;;AN_ING;set up;;consolidation rules;true;;(ROOT (S (VP (VBG setting) (PRT (RP up)) (NP (NN consolidation) (NNS rules)))))
549;1Ve_7180;cash sales;;;NA;;;cash sales;false;;(ROOT (NP (NN cash) (NNS sales)))
139;1Ex_e61x;central currency translation;;;AN_NP;translate;central;currency;false;;(ROOT (FRAG (NP (JJ central) (NN currency) (NN translation))))
489;1Un_k30q;central standardizing entries by reclassification in individual statement;;;NA;;;central standardizing entries;false;;(ROOT (NP (JJ central) (NN standardizing) (NNS entries) (PP (IN by) (NP (NN reclassification))) (PP (IN in) (NP (JJ individual) (NN statement)))))
489;1Un_k30q;central standardizing entries: manual;;;NA;;;central standardizing entries;false;;(ROOT (NP (JJ central) (NN standardizing) (NNS entries) (: :) (NN manual)))
132;1Ex_e1oz;centralized data entry;;;AN_NP;enter;centralized;data;false;;(ROOT (NP (JJ centralized) (NNS data) (NN entry)))
416;1Qu_c5we;certificate creation;;;AN_NP;create;;certificate;false;;(ROOT (NP (NN certificate) (NN creation)))
419;1Qu_c8yd;certificate profile and profile assignment;;;AN_NP;assign;;certificate profile, profile;false;;(ROOT (NP (NN certificate) (NN profile) (CC and) (JJ profile) (NNS assignment)))
390;1Pr_f7e-;change analysis;;;AN_NP;analyse;;change;false;;(ROOT (NP (NN change) (NN analysis)))
490;1Un_k54y;setting up translation;;;AN_ING;set up;;translation;true;;(ROOT (S (VP (VBG setting) (PRT (RP up)) (NP (NN translation)))))
30;1An_l6i9;structuring [ investment programs ];;;AN_ING;structure;;;true;;(ROOT (S (VP (VBG structuring) (NP (JJ -LSB-) (NN investment) (NNS programs)) (ADVP (RB -RSB-)))))
491;1Un_k5qb;preparations sending system: consolidation type specific;;;AN_IRR;prepare;;sending system;true;;(ROOT (SINV (VP (VBN preparations) (S (VP (VBG sending) (NP (NN system))))) (: :) (NP (CD consolidation) (NN type) (NN specific))))
115;1Er_hsto;target=actual activity allocation;;;AN_IRR;allocate;;actual activity;true;;(ROOT (S (VP (VB target) (S (VP (SYM =) (NP (JJ actual) (NN activity) (NN allocation)))))))
134;1Ex_e43l;transfer posting fi-lc;;;AN_IRR;transfer;;posting fi-lc;true;;(ROOT (S (VP (VB transfer) (VBG posting) (ADJP (JJ fi-lc)))))
155;1Ex_egln;account analysis [ a/r ];;x;AN_NP;analyse;;account;true;;(ROOT (SINV (VP (VBP account) (NP (NN analysis))) (NP (CD -LSB-) (NN a\/r) (NN -RSB-))))
394;1Pr_htc-;change master record processing;;;AN_NP;process;;change master record;false;;(ROOT (FRAG (NP (NN change) (NN master) (NN record) (NN processing))))
17;1An_knwl;account assignment for settlement [ investment project ];;x;AN_NP;assign;;account;true;;(ROOT (SINV (VP (VBP account) (NP (NN assignment) (PP (IN for) (NP (NN settlement))))) (NP (CD -LSB-) (NN investment) (NN project) (NN -RSB-))))
165;1Ex_eoxo;account clearing [ ap ];;x;AN_NP;clear;;account;true;;(ROOT (SINV (VP (VBP account) (NP (NN clearing))) (NP (CD -LSB-) (NN ap) (NN -RSB-))))
390;1Pr_f7e-;change mgmt w/o engineering change request/order ( ecr/eco );;;AN_NP;manage;;change;false;;(ROOT (NP (NN change) (NN mgmt) (NN w\/o) (NN engineering) (NN change) (NN request\/order) (PRN (-LRB- -LRB-) (NP (NNP ecr\/eco)) (-RRB- -RRB-))))
155;1Ex_egln;account clearing [ ar ];;x;AN_NP;clear;;account;true;;(ROOT (SINV (VP (VBP account) (NP (NN clearing))) (NP (CD -LSB-) (NN ar) (NN -RSB-))))
174;1Ex_eu1x;account clearing [ gl ];;x;AN_NP;clear;;account;true;;(ROOT (SINV (VP (VBP account) (NP (NN clearing))) (NP (CD -LSB-) (NN gl) (NN -RSB-))))
393;1Pr_h6u-;change overview;;;NA;;;change overview;false;;(ROOT (NP (NN change) (NN overview)))
185;1Im_ljm4;advance payment / flat rates adjustment;;;AN_NP;adjust;;advance payment, flat rates;true;;(ROOT (SINV (VP (VB advance) (NP (NN payment))) (NP (CD \/) (JJ flat) (NNS rates) (NN adjustment))))
511;1Ve_4xoy;billing document cancellation;;;AN_NP;cancel;;billing document;true;;(ROOT (S (VP (VBG billing) (NP (NN document) (NN cancellation)))))
310;1Pr_10om;characteristic processing;;;AN_NP;process;;characteristic;false;;(ROOT (NP (JJ characteristic) (NN processing)))
