;Label;Split;Style;Action;Business Object;Tags
40;acknowledge and consider;[u'acknowledge', u'and', u'consider'];VO;acknowledge consider;acknoledge and;acknowledge<>VOV, and<>VOO, consider<>VOV, 
116;acknowledge and inform customer;[u'acknowledge', u'and', u'inform', u'customer'];VO;acknowledge and inform;customer;acknowledge<>VOV, and<>VOV, inform<>VOV, customer<>VOO, 
42;acknowledge outcome of request;[u'acknowledge', u'outcome', u'of', u'request'];VO;acknowledge;outcome;acknowledge<>VOV, outcome<>VOO, of<>OF-VOS, request<>misc-VOS, 
117;acknowledge readiness;[u'acknowledge', u'readiness'];VO;acknowledge;readiness;acknowledge<>VOV, readiness<>VOO, 
118;acknowledge receipt order;[u'acknowledge', u'receipt', u'order'];VO;acknowledge;receipt order;acknowledge<>VOV, receipt<>VOO, order<>VOO, 
119;acknowledge receipt order;[u'acknowledge', u'receipt', u'order'];VO;acknowledge;receipt order;acknowledge<>VOV, receipt<>VOO, order<>VOO, 
43;acquire approval for restricted goods or firearms;[u'acquire', u'approval', u'for', u'restricted', u'goods', u'or', u'firearms'];VO;acquire;approval;acquire<>VOV, approval<>VOO, for<>C-VOS, restricted<>misc-VOS, goods<>misc-VOS, or<>C-VOS, firearms<>misc-VOS, 
120;acquire budget;[u'acquire', u'budget'];VO;acquire;budget;acquire<>VOV, budget<>VOO, 
121;acquire delivery report;[u'acquire', u'delivery', u'report'];VO;acquire;delivery report;acquire<>VOV, delivery<>VOO, report<>VOO, 
44;acquire information from check in staff;[u'acquire', u'information', u'from', u'check', u'in', u'staff'];VO;acquire;information;acquire<>VOV, information<>VOO, from<>C-VOS, check<>misc-VOS, in<>VOV-E, staff<>misc-VOS, 
45;acquire lag bag and instruction;[u'acquire', u'lag', u'bag', u'and', u'instruction'];VO;acquire;lag bag and instruction;acquire<>VOV, lag<>VOO, bag<>VOO, and<>VOO, instruction<>VOO, 
122;acquire new service;[u'acquire', u'new', u'service'];VO;acquire;new service;acquire<>VOV, new<>VOO, service<>VOO, 
123;acquire new service;[u'acquire', u'new', u'service'];VO;acquire;new service;acquire<>VOV, new<>VOO, service<>VOO, 
124;acquire rcs e;[u'acquire', u'rcs', u'e'];VO;acquire;rcs e;acquire<>VOV, rcs<>VOO, e<>VOO, 
46;acquire stamp for refund later at trs booth;[u'acquire', u'stamp', u'for', u'refund', u'later', u'at', u'trs', u'booth'];VO;acquire;stamp;acquire<>VOV, stamp<>VOO, for<>C-VOS, refund<>misc-VOS, later<>misc-VOS, at<>C-VOS, trs<>misc-VOS, booth<>misc-VOS, 
47;acquire trs eligibility decision;[u'acquire', u'trs', u'eligibility', u'decision'];VO;acquire;trs eligibility decision;acquire<>VOV, trs<>VOO, eligibility<>VOO, decision<>VOO, 
125;acquire vsdm;[u'acquire', u'vsdm'];VO;acquire;vsdm;acquire<>VOV, vsdm<>VOO, 
126;acquisition fulfillment;[u'acquisition', u'fulfillment'];AN;fulfill;acquisition;acquisition<>ANO, fulfillment<>ANV, 
28;acquisition of a company;[u'acquisition', u'of', u'a', u'company'];AN_NP;acquire;a company;acquisition<>OF_VERB-AN, of<>AN_OF, a<>ANNO, company<>ANNO, 
29;acquisition of leased asset;[u'acquisition', u'of', u'leased', u'asset'];AN_OF;acquire;leased asset;acquisition<>OF_VERB-AN, of<>AN_OF, leased<>ANOO, asset<>ANOO, 
127;acquisition telesales;[u'acquisition', u'telesales'];VO;acquire;telesales;acquisition<>VOV, telesales<>VOO, 
48;action plan and change management;[u'action', u'plan', u'and', u'change', u'management'];AN;plan management;action / change;action<>ANO, plan<>ANV, and<>AND-AN, change<>ANO, management<>ANV, 
49;activate account;[u'activate', u'account'];VO;activate;account;activate<>VOV, account<>VOO, 
128;activate billing;[u'activate', u'billing'];VO;activate;billing;activate<>VOV, billing<>VOO, 
129;activate billing and create one time charges;[u'activate', u'billing', u'and', u'create', u'one', u'time', u'charges'];VO;activate;billing and create one time charges;activate<>VOV, billing<>VOO, and<>VOO, create<>VOO, one<>VOO, time<>VOO, charges<>VOO, 
130;activate billing for business partners;[u'activate', u'billing', u'for', u'business', u'partners'];VO;activate;billing;activate<>VOV, billing<>VOO, for<>C-VOS, business<>misc-VOS, partners<>misc-VOS, 
131;activate cpe;[u'activate', u'cpe'];VO;activate;cpe;activate<>VOV, cpe<>VOO, 
132;activate cpe;[u'activate', u'cpe'];VO;activate;cpe;activate<>VOV, cpe<>VOO, 
133;activate ctn;[u'activate', u'ctn'];VO;activate;ctn;activate<>VOV, ctn<>VOO, 
134;activate customer specific e2e monitoring;[u'activate', u'customer', u'specific', u'e2e', u'monitoring'];VO;activate;customer specific e2e monitoring;activate<>VOV, customer<>VOO, specific<>VOO, e2e<>VOO, monitoring<>VOO, 
1962;activate future material price;[u'activate', u'future', u'material', u'price'];VOS;activate;future material price;activate<>VOV, future<>VOO, material<>VOO, price<>VOO, 
50;activate monsters;[u'activate', u'monsters'];VO;activate;monsters;activate<>VOV, monsters<>VOO, 
136;activate new nfc sim;[u'activate', u'new', u'nfc', u'sim'];VO;activate;new nfc sim;activate<>VOV, new<>VOO, nfc<>VOO, sim<>VOO, 
137;activate new nfc sim via online portal;[u'activate', u'new', u'nfc', u'sim', u'via', u'online', u'portal'];VO;activate;new nfc sim;activate<>VOV, new<>VOO, nfc<>VOO, sim<>VOO, via<>misc-VOS, online<>misc-VOS, portal<>misc-VOS, 
138;activate nfc compliant sim;[u'activate', u'nfc', u'compliant', u'sim'];VO;activate;nfc compliant sim;activate<>VOV, nfc<>VOO, compliant<>VOO, sim<>VOO, 
139;activate number range;[u'activate', u'number', u'range'];VO;activate;number range;activate<>VOV, number<>VOO, range<>VOO, 
140;activate number range;[u'activate', u'number', u'range'];VO;activate;number range;activate<>VOV, number<>VOO, range<>VOO, 
141;activate postpaid nfc sim;[u'activate', u'postpaid', u'nfc', u'sim'];VO;activate;postpaid nfc sim;activate<>VOV, postpaid<>VOO, nfc<>VOO, sim<>VOO, 
142;activate prepaid nfc sim;[u'activate', u'prepaid', u'nfc', u'sim'];VO;activate;prepaid nfc sim;activate<>VOV, prepaid<>VOO, nfc<>VOO, sim<>VOO, 
143;activate regular sim;[u'activate', u'regular', u'sim'];VO;activate;regular sim;activate<>VOV, regular<>VOO, sim<>VOO, 
144;activate replacement sim;[u'activate', u'replacement', u'sim'];VO;activate;replacement sim;activate<>VOV, replacement<>VOO, sim<>VOO, 
145;activate replacement sim;[u'activate', u'replacement', u'sim'];VO;activate;replacement sim;activate<>VOV, replacement<>VOO, sim<>VOO, 
146;activate replacement sim online;[u'activate', u'replacement', u'sim', u'online'];VO;activate;replacement sim online;activate<>VOV, replacement<>VOO, sim<>VOO, online<>VOO, 
147;activate replacement sim online;[u'activate', u'replacement', u'sim', u'online'];VO;activate;replacement sim online;activate<>VOV, replacement<>VOO, sim<>VOO, online<>VOO, 
148;activate replacement sim online 2893865;[u'activate', u'replacement', u'sim', u'online', u'2893865'];VO;activate;replacement sim online 2893865;activate<>VOV, replacement<>VOO, sim<>VOO, online<>VOO, 2893865<>INTVOS, 
149;activate resources;[u'activate', u'resources'];VO;activate;resources;activate<>VOV, resources<>VOO, 
150;activate resources;[u'activate', u'resources'];VO;activate;resources;activate<>VOV, resources<>VOO, 
151;activate resources;[u'activate', u'resources'];VO;activate;resources;activate<>VOV, resources<>VOO, 
152;activate resources;[u'activate', u'resources'];VO;activate;resources;activate<>VOV, resources<>VOO, 
153;activate resources;[u'activate', u'resources'];VO;activate;resources;activate<>VOV, resources<>VOO, 
154;activate resources;[u'activate', u'resources'];VO;activate;resources;activate<>VOV, resources<>VOO, 
155;activate resources;[u'activate', u'resources'];VO;activate;resources;activate<>VOV, resources<>VOO, 
156;activate services;[u'activate', u'services'];VO;activate;services;activate<>VOV, services<>VOO, 
157;activate sim;[u'activate', u'sim'];VO;activate;sim;activate<>VOV, sim<>VOO, 
158;activate sim;[u'activate', u'sim'];VO;activate;sim;activate<>VOV, sim<>VOO, 
159;activate sim;[u'activate', u'sim'];VO;activate;sim;activate<>VOV, sim<>VOO, 
160;activate sim;[u'activate', u'sim'];VO;activate;sim;activate<>VOV, sim<>VOO, 
161;activate sim;[u'activate', u'sim'];VO;activate;sim;activate<>VOV, sim<>VOO, 
162;activate sim card through cm;[u'activate', u'sim', u'card', u'through', u'cm'];VO;activate;sim card through cm;activate<>VOV, sim<>VOO, card<>VOO, through<>VOO, cm<>VOO, 
163;activate sim card through cm;[u'activate', u'sim', u'card', u'through', u'cm'];VO;activate;sim card through cm;activate<>VOV, sim<>VOO, card<>VOO, through<>VOO, cm<>VOO, 
164;activate sim card through cm;[u'activate', u'sim', u'card', u'through', u'cm'];VO;activate;sim card through cm;activate<>VOV, sim<>VOO, card<>VOO, through<>VOO, cm<>VOO, 
165;activate simcard;[u'activate', u'simcard'];VO;activate;simcard;activate<>VOV, simcard<>VOO, 
166;activate simcard;[u'activate', u'simcard'];VO;activate;simcard;activate<>VOV, simcard<>VOO, 
167;activate simcard;[u'activate', u'simcard'];VO;activate;simcard;activate<>VOV, simcard<>VOO, 
168;activate simcard;[u'activate', u'simcard'];VO;activate;simcard;activate<>VOV, simcard<>VOO, 
169;activate subscription;[u'activate', u'subscription'];VO;activate;subscription;activate<>VOV, subscription<>VOO, 
170;activate suspended nfc sim;[u'activate', u'suspended', u'nfc', u'sim'];VO;activate;suspended nfc sim;activate<>VOV, suspended<>VOO, nfc<>VOO, sim<>VOO, 
171;activate system;[u'activate', u'system'];VO;activate;system;activate<>VOV, system<>VOO, 
51;activate the account;[u'activate', u'the', u'account'];VO;activate;the account;activate<>VOV, the<>VOO, account<>VOO, 
52;activate user;[u'activate', u'user'];VO;activate;user;activate<>VOV, user<>VOO, 
4;activating rent adjustment ( including approval );[u'activating', u'rent', u'adjustment', u'(', u'including', u'approval', u')'];AN_ING;activate;rent adjustment;activating<>ANINGV, rent<>ANINGO, adjustment<>ANINGO, (<>ADAN, including<>misc-AN, approval<>misc-AN, )<>ADAN, 
33;activity allocation reposting;[u'activity', u'allocation', u'reposting'];AN_NP;repost;activity allocation;activity<>ANNO, allocation<>ANNO, reposting<>ANNV, 
32;activity allocation;[u'activity', u'allocation'];AN_NP;allocate;activity;activity<>ANNO, allocation<>ANNV, 
34;activity confirmation;[u'activity', u'confirmation'];AN_NP;confirm;activity;activity<>ANNO, confirmation<>ANNV, 
35;activity confirmation;[u'activity', u'confirmation'];AN_NP;confirm;activity;activity<>ANNO, confirmation<>ANNV, 
36;activity type planning;[u'activity', u'type', u'planning'];AN_NP;plan;activity type;activity<>ANNO, type<>ANNO, planning<>ANNV, 
37;activity type planning;[u'activity', u'type', u'planning'];AN_NP;plan;activity type;activity<>ANNO, type<>ANNO, planning<>ANNV, 
38;actual allocation of cost center costs to profitability analysis;[u'actual', u'allocation', u'of', u'cost', u'center', u'costs', u'to', u'profitability', u'analysis'];AN_NP;allocate;actuals;actual<>ANNO, allocation<>OF_VERB-AN, of<>OF-AN, cost<>misc-AN, center<>misc-AN, costs<>misc-AN, to<>C-AN, profitability<>misc-AN, analysis<>misc-AN, 
39;actual allocation of process costs to profitability analysis;[u'actual', u'allocation', u'of', u'process', u'costs', u'to', u'profitability', u'analysis'];AN_NP;allocate;actuals;actual<>ANNO, allocation<>OF_VERB-AN, of<>OF-AN, process<>misc-AN, costs<>misc-AN, to<>C-AN, profitability<>misc-AN, analysis<>misc-AN, 
40;actual cost assessment;[u'actual', u'cost', u'assessment'];AN_NP;assess;actual costs;actual<>ANNO, cost<>ANNO, assessment<>ANNV, 
41;actual cost distribution;[u'actual', u'cost', u'distribution'];AN_NP;distribute;actual cost;actual<>ANNO, cost<>ANNO, distribution<>ANNV, 
42;actual cost distribution - product costs;[u'actual', u'cost', u'distribution', u'-', u'product', u'costs'];AN_NP;distribute;actual costs;actual<>ANNO, cost<>ANNO, distribution<>ANNV, -<>ADAN, product<>misc-AN, costs<>ANNO, 
43;actual data transfers on profit center;[u'actual', u'data', u'transfers', u'on', u'profit', u'center'];AN_NP;transfer;actual data;actual<>ANNO, data<>ANNO, transfers<>ANNV, on<>C-AN, profit<>misc-AN, center<>misc-AN, 
44;actual date entry;[u'actual', u'date', u'entry'];AN_NP;enter;actual date;actual<>ANNO, date<>ANNO, entry<>misc-AN, 
45;actual date entry;[u'actual', u'date', u'entry'];AN_NP;enter;actual date;actual<>ANNO, date<>ANNO, entry<>misc-AN, 
46;actual indirect activity allocation ( indirect entry );[u'actual', u'indirect', u'activity', u'allocation', u'(', u'indirect', u'entry', u')'];AN_NP;allocate;actual indirect activity;actual<>ANNO, indirect<>ANNO, activity<>ANNO, allocation<>ANNV, (<>ADAN, indirect<>ANNO, entry<>misc-AN, )<>ADAN, 
47;actual indirect activity allocation ( manual entry );[u'actual', u'indirect', u'activity', u'allocation', u'(', u'manual', u'entry', u')'];AN_NP;allocate;actual indirect activity;actual<>ANNO, indirect<>ANNO, activity<>ANNO, allocation<>ANNV, (<>ADAN, manual<>misc-AN, entry<>misc-AN, )<>ADAN, 
48;actual interest calculation for order;[u'actual', u'interest', u'calculation', u'for', u'order'];AN_NP;calculate;actual interest;actual<>ANNO, interest<>ANNO, calculation<>ANNV, for<>C-AN, order<>misc-AN, 
49;actual overhead costing;[u'actual', u'overhead', u'costing'];AN_NP;cost;actual overhead;actual<>ANNO, overhead<>ANNO, costing<>ANNV, 
50;actual periodic reposting;[u'actual', u'periodic', u'reposting'];AN_NP;repost;actual;actual<>ANNO, periodic<>misc-AN, reposting<>ANNV, 
51;actual periodic reposting;[u'actual', u'periodic', u'reposting'];AN_NP;repost;actual;actual<>ANNO, periodic<>misc-AN, reposting<>ANNV, 
52;actual posting;[u'actual', u'posting'];AN_NP;post;actual;actual<>ANNO, posting<>ANNV, 
53;actual price calculation;[u'actual', u'price', u'calculation'];AN_NP;calculate;actual price;actual<>ANNO, price<>ANNO, calculation<>ANNV, 
54;actual process cost allocation;[u'actual', u'process', u'cost', u'allocation'];AN_NP;distribute;actual process costs;actual<>ANNO, process<>ANNO, cost<>ANNO, allocation<>misc-AN, 
55;actual profit center assessment;[u'actual', u'profit', u'center', u'assessment'];AN_NP;assess;actual profit center;actual<>ANNO, profit<>ANNO, center<>ANNO, assessment<>ANNV, 
56;actual results analysis;[u'actual', u'results', u'analysis'];AN_NP;analyse;actual results;actual<>ANNO, results<>ANNO, analysis<>ANNV, 
57;actual settlement;[u'actual', u'settlement'];AN_NP;settle;actual;actual<>ANNO, settlement<>ANNV, 
58;actual top-down distribution;[u'actual', u'top-down', u'distribution'];AN_NP;distribute;actual;actual<>ANNO, top-down<>ADAN, distribution<>ANNV, 
59;actual transfer of additional balance sheet items to ec-pca;[u'actual', u'transfer', u'of', u'additional', u'balance', u'sheet', u'items', u'to', u'ec-pca'];AN_OF;transfer;actual;actual<>ANOO, transfer<>OF_VERB-AN, of<>OF-AN, additional<>misc-AN, balance<>misc-AN, sheet<>misc-AN, items<>misc-AN, to<>C-AN, ec-pca<>ADAN, 
172;adapt price list;[u'adapt', u'price', u'list'];VO;adapt;price list;adapt<>VOV, price<>VOO, list<>VOO, 
173;adapt quarterly promo proposal;[u'adapt', u'quarterly', u'promo', u'proposal'];VO;adapt;quarterly promo proposal;adapt<>VOV, quarterly<>VOO, promo<>VOO, proposal<>VOO, 
174;adapt service configuration;[u'adapt', u'service', u'configuration'];VO;adapt;service configuration;adapt<>VOV, service<>VOO, configuration<>VOO, 
175;adapt wla;[u'adapt', u'wla'];VO;adapt;wla;adapt<>VOV, wla<>VOO, 
176;add / modify document;[u'add', u'/', u'modify', u'document'];VO;add and modify;document;add<>VOV, /<>misc-VOS, modify<>VOV, document<>VOO, 
53;add a personal message;[u'add', u'a', u'personal', u'message'];VO;add;a personal message;add<>VOV, a<>VOO, personal<>VOO, message<>VOO, 
54;add all monsters to waiting bag;[u'add', u'all', u'monsters', u'to', u'waiting', u'bag'];VO;add;all monsters;add<>VOV, all<>VOO, monsters<>VOO, to<>C-VOS, waiting<>misc-VOS, bag<>misc-VOS, 
177;add amount to be paid to gemini;[u'add', u'amount', u'to', u'be', u'paid', u'to', u'gemini'];VO;add;amount;add<>VOV, amount<>VOO, to<>C-VOS, be<>C-VOS, paid<>misc-VOS, to<>C-VOS, gemini<>misc-VOS, 
178;add article items in sap;[u'add', u'article', u'items', u'in', u'sap'];VO;add;article items;add<>VOV, article<>VOO, items<>VOO, in<>C-VOS, sap<>misc-VOS, 
179;add change request to cab agenda;[u'add', u'change', u'request', u'to', u'cab', u'agenda'];VO;add;change request;add<>VOV, change<>VOO, request<>VOO, to<>C-VOS, cab<>misc-VOS, agenda<>misc-VOS, 
180;add changes on the product catalogue;[u'add', u'changes', u'on', u'the', u'product', u'catalogue'];VO;add;changes;add<>VOV, changes<>VOO, on<>C-VOS, the<>C-VOS, product<>misc-VOS, catalogue<>misc-VOS, 
55;add child;[u'add', u'child'];VO;add;child;add<>VOV, child<>VOO, 
56;add club name;[u'add', u'club', u'name'];VO;add;club name;add<>VOV, club<>VOO, name<>VOO, 
57;add clubs;[u'add', u'clubs'];VO;add;clubs;add<>VOV, clubs<>VOO, 
